slug;nom;famille;donnee;valeur;unite;source;supposee;alertes
tube-rectangle-40x20x3mm-en-acier;Tube rectangle 40x20x3mm en acier;tube-rectangulaire;poids;2,59;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 2.41 kg/m, non affiché (questions en attente);oui;poids site 2.59 kg/m ≠ fournisseur 2.41 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x3mm-en-acier;Tube rectangle 40x20x3mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 2.59 kg/m ≠ fournisseur 2.41 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x20x3mm-en-acier;Tube rectangle 40x20x3mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 2.59 kg/m ≠ fournisseur 2.41 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x30x2mm-en-acier;Tube rectangle 40x30x2mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x30x2mm-en-acier;Tube rectangle 40x30x2mm en acier;tube-rectangulaire;h;40;mm;nom du produit;;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x30x2mm-en-acier;Tube rectangle 40x30x2mm en acier;tube-rectangulaire;b;30;mm;nom du produit;;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x30x2mm-en-acier;Tube rectangle 40x30x2mm en acier;tube-rectangulaire;t;2;mm;nom du produit;;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x30x2mm-en-acier;Tube rectangle 40x30x2mm en acier;tube-rectangulaire;r1;4;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x30x2mm-en-acier;Tube rectangle 40x30x2mm en acier;tube-rectangulaire;poids;2,12;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 2.03 kg/m, non affiché (questions en attente);oui;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x30x2mm-en-acier;Tube rectangle 40x30x2mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-40x30x2mm-en-acier;Tube rectangle 40x30x2mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x20x2mm-en-acier;Tube rectangle 50x20x2mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x20x2mm-en-acier;Tube rectangle 50x20x2mm en acier;tube-rectangulaire;h;50;mm;nom du produit;;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x20x2mm-en-acier;Tube rectangle 50x20x2mm en acier;tube-rectangulaire;b;20;mm;nom du produit;;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x20x2mm-en-acier;Tube rectangle 50x20x2mm en acier;tube-rectangulaire;t;2;mm;nom du produit;;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x20x2mm-en-acier;Tube rectangle 50x20x2mm en acier;tube-rectangulaire;r1;4;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x20x2mm-en-acier;Tube rectangle 50x20x2mm en acier;tube-rectangulaire;poids;2,12;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 2.03 kg/m, non affiché (questions en attente);oui;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x20x2mm-en-acier;Tube rectangle 50x20x2mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x20x2mm-en-acier;Tube rectangle 50x20x2mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 2.12 kg/m ≠ fournisseur 2.03 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x25x2mm-en-acier;Tube rectangle 50x25x2mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 2.3 kg/m ≠ fournisseur 2.19 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x25x2mm-en-acier;Tube rectangle 50x25x2mm en acier;tube-rectangulaire;h;50;mm;nom du produit;;poids site 2.3 kg/m ≠ fournisseur 2.19 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x25x2mm-en-acier;Tube rectangle 50x25x2mm en acier;tube-rectangulaire;b;25;mm;nom du produit;;poids site 2.3 kg/m ≠ fournisseur 2.19 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x25x2mm-en-acier;Tube rectangle 50x25x2mm en acier;tube-rectangulaire;t;2;mm;nom du produit;;poids site 2.3 kg/m ≠ fournisseur 2.19 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x25x2mm-en-acier;Tube rectangle 50x25x2mm en acier;tube-rectangulaire;r1;4;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 2.3 kg/m ≠ fournisseur 2.19 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x25x2mm-en-acier;Tube rectangle 50x25x2mm en acier;tube-rectangulaire;poids;2,3;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 2.19 kg/m, non affiché (questions en attente);oui;poids site 2.3 kg/m ≠ fournisseur 2.19 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x25x2mm-en-acier;Tube rectangle 50x25x2mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 2.3 kg/m ≠ fournisseur 2.19 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x25x2mm-en-acier;Tube rectangle 50x25x2mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 2.3 kg/m ≠ fournisseur 2.19 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x2mm-en-acier;Tube rectangle 50x30x2mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 2.44 kg/m ≠ fournisseur 2.35 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x2mm-en-acier;Tube rectangle 50x30x2mm en acier;tube-rectangulaire;h;50;mm;nom du produit;;poids site 2.44 kg/m ≠ fournisseur 2.35 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x2mm-en-acier;Tube rectangle 50x30x2mm en acier;tube-rectangulaire;b;30;mm;nom du produit;;poids site 2.44 kg/m ≠ fournisseur 2.35 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x2mm-en-acier;Tube rectangle 50x30x2mm en acier;tube-rectangulaire;t;2;mm;nom du produit;;poids site 2.44 kg/m ≠ fournisseur 2.35 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x2mm-en-acier;Tube rectangle 50x30x2mm en acier;tube-rectangulaire;r1;4;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 2.44 kg/m ≠ fournisseur 2.35 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x2mm-en-acier;Tube rectangle 50x30x2mm en acier;tube-rectangulaire;poids;2,44;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 2.35 kg/m, non affiché (questions en attente);oui;poids site 2.44 kg/m ≠ fournisseur 2.35 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x2mm-en-acier;Tube rectangle 50x30x2mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 2.44 kg/m ≠ fournisseur 2.35 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x2mm-en-acier;Tube rectangle 50x30x2mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 2.44 kg/m ≠ fournisseur 2.35 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x3mm-en-acier;Tube rectangle 50x30x3mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 3.61 kg/m ≠ fournisseur 3.37 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x3mm-en-acier;Tube rectangle 50x30x3mm en acier;tube-rectangulaire;h;50;mm;nom du produit;;poids site 3.61 kg/m ≠ fournisseur 3.37 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x3mm-en-acier;Tube rectangle 50x30x3mm en acier;tube-rectangulaire;b;30;mm;nom du produit;;poids site 3.61 kg/m ≠ fournisseur 3.37 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x3mm-en-acier;Tube rectangle 50x30x3mm en acier;tube-rectangulaire;t;3;mm;nom du produit;;poids site 3.61 kg/m ≠ fournisseur 3.37 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x3mm-en-acier;Tube rectangle 50x30x3mm en acier;tube-rectangulaire;r1;6;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 3.61 kg/m ≠ fournisseur 3.37 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x3mm-en-acier;Tube rectangle 50x30x3mm en acier;tube-rectangulaire;poids;3,61;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 3.37 kg/m, non affiché (questions en attente);oui;poids site 3.61 kg/m ≠ fournisseur 3.37 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x3mm-en-acier;Tube rectangle 50x30x3mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 3.61 kg/m ≠ fournisseur 3.37 kg/m (écart > 3 %) : non affiché
tube-rectangle-50x30x3mm-en-acier;Tube rectangle 50x30x3mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 3.61 kg/m ≠ fournisseur 3.37 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x2mm-en-acier;Tube rectangle 60x30x2mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 2.76 kg/m ≠ fournisseur 2.67 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x2mm-en-acier;Tube rectangle 60x30x2mm en acier;tube-rectangulaire;h;60;mm;nom du produit;;poids site 2.76 kg/m ≠ fournisseur 2.67 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x2mm-en-acier;Tube rectangle 60x30x2mm en acier;tube-rectangulaire;b;30;mm;nom du produit;;poids site 2.76 kg/m ≠ fournisseur 2.67 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x2mm-en-acier;Tube rectangle 60x30x2mm en acier;tube-rectangulaire;t;2;mm;nom du produit;;poids site 2.76 kg/m ≠ fournisseur 2.67 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x2mm-en-acier;Tube rectangle 60x30x2mm en acier;tube-rectangulaire;r1;4;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 2.76 kg/m ≠ fournisseur 2.67 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x2mm-en-acier;Tube rectangle 60x30x2mm en acier;tube-rectangulaire;poids;2,76;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 2.67 kg/m, non affiché (questions en attente);oui;poids site 2.76 kg/m ≠ fournisseur 2.67 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x2mm-en-acier;Tube rectangle 60x30x2mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 2.76 kg/m ≠ fournisseur 2.67 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x2mm-en-acier;Tube rectangle 60x30x2mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 2.76 kg/m ≠ fournisseur 2.67 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x3mm-en-acier;Tube rectangle 60x30x3mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 4.03 kg/m ≠ fournisseur 3.85 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x3mm-en-acier;Tube rectangle 60x30x3mm en acier;tube-rectangulaire;h;60;mm;nom du produit;;poids site 4.03 kg/m ≠ fournisseur 3.85 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x3mm-en-acier;Tube rectangle 60x30x3mm en acier;tube-rectangulaire;b;30;mm;nom du produit;;poids site 4.03 kg/m ≠ fournisseur 3.85 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x3mm-en-acier;Tube rectangle 60x30x3mm en acier;tube-rectangulaire;t;3;mm;nom du produit;;poids site 4.03 kg/m ≠ fournisseur 3.85 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x3mm-en-acier;Tube rectangle 60x30x3mm en acier;tube-rectangulaire;r1;6;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 4.03 kg/m ≠ fournisseur 3.85 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x3mm-en-acier;Tube rectangle 60x30x3mm en acier;tube-rectangulaire;poids;4,03;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 3.85 kg/m, non affiché (questions en attente);oui;poids site 4.03 kg/m ≠ fournisseur 3.85 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x3mm-en-acier;Tube rectangle 60x30x3mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 4.03 kg/m ≠ fournisseur 3.85 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x30x3mm-en-acier;Tube rectangle 60x30x3mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 4.03 kg/m ≠ fournisseur 3.85 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x2mm-en-acier;Tube rectangle 60x40x2mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 3.08 kg/m ≠ fournisseur 2.99 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x2mm-en-acier;Tube rectangle 60x40x2mm en acier;tube-rectangulaire;h;60;mm;nom du produit;;poids site 3.08 kg/m ≠ fournisseur 2.99 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x2mm-en-acier;Tube rectangle 60x40x2mm en acier;tube-rectangulaire;b;40;mm;nom du produit;;poids site 3.08 kg/m ≠ fournisseur 2.99 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x2mm-en-acier;Tube rectangle 60x40x2mm en acier;tube-rectangulaire;t;2;mm;nom du produit;;poids site 3.08 kg/m ≠ fournisseur 2.99 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x2mm-en-acier;Tube rectangle 60x40x2mm en acier;tube-rectangulaire;r1;4;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 3.08 kg/m ≠ fournisseur 2.99 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x2mm-en-acier;Tube rectangle 60x40x2mm en acier;tube-rectangulaire;poids;3,08;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 2.99 kg/m, non affiché (questions en attente);oui;poids site 3.08 kg/m ≠ fournisseur 2.99 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x2mm-en-acier;Tube rectangle 60x40x2mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 3.08 kg/m ≠ fournisseur 2.99 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x2mm-en-acier;Tube rectangle 60x40x2mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 3.08 kg/m ≠ fournisseur 2.99 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x3mm-en-acier;Tube rectangle 60x40x3mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 4.59 kg/m ≠ fournisseur 4.33 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x3mm-en-acier;Tube rectangle 60x40x3mm en acier;tube-rectangulaire;h;60;mm;nom du produit;;poids site 4.59 kg/m ≠ fournisseur 4.33 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x3mm-en-acier;Tube rectangle 60x40x3mm en acier;tube-rectangulaire;b;40;mm;nom du produit;;poids site 4.59 kg/m ≠ fournisseur 4.33 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x3mm-en-acier;Tube rectangle 60x40x3mm en acier;tube-rectangulaire;t;3;mm;nom du produit;;poids site 4.59 kg/m ≠ fournisseur 4.33 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x3mm-en-acier;Tube rectangle 60x40x3mm en acier;tube-rectangulaire;r1;6;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;poids site 4.59 kg/m ≠ fournisseur 4.33 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x3mm-en-acier;Tube rectangle 60x40x3mm en acier;tube-rectangulaire;poids;4,59;kg/m;site actuel — fiche produit — écart > 3 % avec le poids fournisseur 4.33 kg/m, non affiché (questions en attente);oui;poids site 4.59 kg/m ≠ fournisseur 4.33 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x3mm-en-acier;Tube rectangle 60x40x3mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;poids site 4.59 kg/m ≠ fournisseur 4.33 kg/m (écart > 3 %) : non affiché
tube-rectangle-60x40x3mm-en-acier;Tube rectangle 60x40x3mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;poids site 4.59 kg/m ≠ fournisseur 4.33 kg/m (écart > 3 %) : non affiché
tube-rectangle-80x40x2mm-en-acier;Tube rectangle 80x40x2mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;
tube-rectangle-80x40x2mm-en-acier;Tube rectangle 80x40x2mm en acier;tube-rectangulaire;h;80;mm;nom du produit;;
tube-rectangle-80x40x2mm-en-acier;Tube rectangle 80x40x2mm en acier;tube-rectangulaire;b;40;mm;nom du produit;;
tube-rectangle-80x40x2mm-en-acier;Tube rectangle 80x40x2mm en acier;tube-rectangulaire;t;2;mm;nom du produit;;
tube-rectangle-80x40x2mm-en-acier;Tube rectangle 80x40x2mm en acier;tube-rectangulaire;r1;4;mm;fiche fournisseur publiée sur le site — TUBE CARRE ACIERS GROSJEAN 4.pdf (EN 10219) — rayon extérieur, non affiché;;
tube-rectangle-80x40x2mm-en-acier;Tube rectangle 80x40x2mm en acier;tube-rectangulaire;poids;3,73;kg/m;site actuel — fiche produit;;
tube-rectangle-80x40x2mm-en-acier;Tube rectangle 80x40x2mm en acier;tube-rectangulaire;procede;Formé à froid;;site actuel — description de la fiche (« formage à froid à partir de tôles laminées à chaud »);;
tube-rectangle-80x40x2mm-en-acier;Tube rectangle 80x40x2mm en acier;tube-rectangulaire;finition;BRUT;;vraies photos du site actuel (tubes, groupes G045 et G048) — non affichée;oui;
tube-rectangle-80x40x3mm-en-acier;Tube rectangle 80x40x3mm en acier;tube-rectangulaire;serie;TR;;nom du produit;;poids site 5.57 kg/m ≠ fournisseur 5.29 kg/m (écart > 3 %) : non affiché
